Id,UserId,Date
95,8,2010-07-19 19:44:07
96,36,2010-07-19 19:44:07
97,55,2010-07-19 19:44:07
98,36,2010-07-19 19:44:07
99,94,2010-07-19 19:44:07
100,39,2010-07-19 19:49:06
101,41,2010-07-19 19:49:06
102,56,2010-07-19 19:49:06
103,87,2010-07-19 19:49:07
104,17,2010-07-19 19:49:07
105,68,2010-07-19 19:49:07
106,69,2010-07-19 19:49:07
107,87,2010-07-19 19:49:07
108,94,2010-07-19 19:49:07
109,101,2010-07-19 19:49:07
110,6,2010-07-19 19:49:07
112,39,2010-07-19 19:54:06
113,17,2010-07-19 19:54:06
114,74,2010-07-19 19:59:06
115,83,2010-07-19 19:59:07
116,96,2010-07-19 19:59:07
117,93,2010-07-19 19:59:07
118,103,2010-07-19 19:59:07
119,104,2010-07-19 19:59:07
120,25,2010-07-19 19:59:07
121,36,2010-07-19 19:59:07
122,107,2010-07-19 19:59:07
123,25,2010-07-19 20:04:06
124,74,2010-07-19 20:04:06
125,102,2010-07-19 20:04:06
126,93,2010-07-19 20:09:06
127,22,2010-07-19 20:09:07
128,74,2010-07-19 20:09:07
129,69,2010-07-19 20:14:06
130,72,2010-07-19 20:14:07
131,5,2010-07-19 20:14:07
132,33,2010-07-19 20:14:07
133,60,2010-07-19 20:14:07
134,13,2010-07-19 20:14:08
135,103,2010-07-19 20:14:08
136,111,2010-07-19 20:14:08
137,113,2010-07-19 20:14:08
138,22,2010-07-19 20:19:06
139,5,2010-07-19 20:19:06
140,13,2010-07-19 20:19:06
141,116,2010-07-19 20:19:06
142,117,2010-07-19 20:19:06
143,88,2010-07-19 20:24:06
144,8,2010-07-19 20:24:06
145,117,2010-07-19 20:24:07
146,120,2010-07-19 20:24:07
147,119,2010-07-19 20:24:07
148,114,2010-07-19 20:29:06
149,29,2010-07-19 20:29:06
150,121,2010-07-19 20:29:06
151,55,2010-07-19 20:34:06
152,57,2010-07-19 20:34:06
153,117,2010-07-19 20:34:06
154,25,2010-07-19 20:34:06
155,61,2010-07-19 20:34:06
156,46,2010-07-19 20:39:06
157,69,2010-07-19 20:39:06
158,16,2010-07-19 20:39:07
159,46,2010-07-19 20:39:07
160,46,2010-07-19 20:39:07
161,69,2010-07-19 20:39:07
162,122,2010-07-19 20:39:07
163,123,2010-07-19 20:44:06
164,58,2010-07-19 20:49:06
165,58,2010-07-19 20:49:06
166,124,2010-07-19 20:54:06
167,12,2010-07-19 20:54:06
168,114,2010-07-19 20:54:06
169,127,2010-07-19 20:54:06
170,126,2010-07-19 20:54:06
171,127,2010-07-19 20:54:06
172,39,2010-07-19 20:59:06
173,87,2010-07-19 20:59:06
174,124,2010-07-19 20:59:07
175,13,2010-07-19 20:59:07
176,61,2010-07-19 21:04:06
177,128,2010-07-19 21:04:06
178,103,2010-07-19 21:04:07
179,38,2010-07-19 21:09:06
180,24,2010-07-19 21:09:06
181,72,2010-07-19 21:09:06
182,54,2010-07-19 21:09:06
183,83,2010-07-19 21:14:06
184,132,2010-07-19 21:14:06
185,132,2010-07-19 21:14:06
186,117,2010-07-19 21:14:06
187,130,2010-07-19 21:19:06
188,130,2010-07-19 21:19:06
189,130,2010-07-19 21:19:06
190,133,2010-07-19 21:19:06
191,135,2010-07-19 21:24:06
192,131,2010-07-19 21:29:06
193,83,2010-07-19 21:29:06
195,140,2010-07-19 21:34:06
196,142,2010-07-19 21:39:06
197,13,2010-07-19 21:39:07
198,138,2010-07-19 21:39:07
199,140,2010-07-19 21:39:07
200,83,2010-07-19 21:39:07
201,61,2010-07-19 21:44:06
202,142,2010-07-19 21:44:07
203,5,2010-07-19 21:44:07
204,5,2010-07-19 21:44:07
205,24,2010-07-19 21:49:06
206,22,2010-07-19 21:54:06
207,90,2010-07-19 21:54:06
208,90,2010-07-19 21:59:06
209,147,2010-07-19 21:59:06
210,142,2010-07-19 22:04:06
211,148,2010-07-19 22:04:06
212,5,2010-07-19 22:04:06
213,88,2010-07-19 22:09:06
214,17,2010-07-19 22:09:07
215,138,2010-07-19 22:14:07
216,39,2010-07-19 22:14:07
217,88,2010-07-19 22:34:06
218,153,2010-07-19 22:34:06
219,18,2010-07-19 22:39:07
220,90,2010-07-19 22:44:06
221,156,2010-07-19 22:49:06
222,81,2010-07-19 22:54:06
223,154,2010-07-19 22:59:07
224,145,2010-07-19 22:59:07
225,145,2010-07-19 23:04:07
226,154,2010-07-19 23:04:07
229,158,2010-07-19 23:09:07
230,159,2010-07-19 23:09:07
231,159,2010-07-19 23:14:07
232,161,2010-07-19 23:19:07
233,148,2010-07-19 23:24:07
234,163,2010-07-19 23:29:07
235,131,2010-07-19 23:34:07
236,159,2010-07-19 23:44:07
237,164,2010-07-19 23:44:07
238,108,2010-07-19 23:49:07
239,54,2010-07-19 23:49:07
240,159,2010-07-20 00:04:07
241,90,2010-07-20 00:14:07
242,158,2010-07-20 00:14:07
244,169,2010-07-20 00:29:07
245,166,2010-07-20 00:34:07
246,119,2010-07-20 00:49:07
247,74,2010-07-20 00:59:07
248,173,2010-07-20 00:59:07
249,174,2010-07-20 01:14:07
250,175,2010-07-20 01:19:07
251,176,2010-07-20 01:19:07
252,24,2010-07-20 01:24:07
253,177,2010-07-20 01:29:07
254,13,2010-07-20 01:44:07
255,174,2010-07-20 01:44:07
256,178,2010-07-20 01:44:07
257,173,2010-07-20 01:49:07
258,179,2010-07-20 01:49:07
260,62,2010-07-20 02:04:07
261,81,2010-07-20 02:09:07
262,62,2010-07-20 02:14:07
263,181,2010-07-20 02:49:08
264,80,2010-07-20 02:59:08
265,181,2010-07-20 02:59:08
266,183,2010-07-20 02:59:08
267,83,2010-07-20 03:09:08
268,184,2010-07-20 03:14:08
269,184,2010-07-20 03:14:08
270,183,2010-07-20 03:29:08
271,183,2010-07-20 03:44:08
272,186,2010-07-20 03:44:08
273,174,2010-07-20 03:54:08
274,175,2010-07-20 03:54:08
275,188,2010-07-20 03:54:08
276,18,2010-07-20 03:59:08
277,187,2010-07-20 04:09:08
280,23,2010-07-20 04:09:08
281,189,2010-07-20 04:29:08
282,190,2010-07-20 04:44:08
283,190,2010-07-20 04:44:08
284,191,2010-07-20 04:59:08
285,159,2010-07-20 05:09:08
288,85,2010-07-20 05:14:08
289,191,2010-07-20 05:19:09
290,144,2010-07-20 05:19:09
291,154,2010-07-20 05:19:09
292,144,2010-07-20 05:19:09
293,193,2010-07-20 05:24:08
294,159,2010-07-20 05:29:08
295,174,2010-07-20 05:29:09
296,193,2010-07-20 05:34:08
297,187,2010-07-20 05:39:09
298,85,2010-07-20 05:44:09
299,196,2010-07-20 05:59:09
300,197,2010-07-20 05:59:09
301,196,2010-07-20 06:04:09
302,154,2010-07-20 06:19:09
303,178,2010-07-20 06:39:10
304,128,2010-07-20 06:54:10
305,79,2010-07-20 06:59:10
306,128,2010-07-20 06:59:10
307,196,2010-07-20 06:59:10
308,200,2010-07-20 06:59:10
309,199,2010-07-20 07:04:08
310,71,2010-07-20 07:04:08
311,85,2010-07-20 07:04:08
312,87,2010-07-20 07:04:08
313,144,2010-07-20 07:04:08
314,148,2010-07-20 07:04:08
315,166,2010-07-20 07:04:08
316,173,2010-07-20 07:04:08
317,175,2010-07-20 07:04:08
318,183,2010-07-20 07:04:08
319,188,2010-07-20 07:04:08
320,190,2010-07-20 07:04:08
321,132,2010-07-20 07:09:08
322,202,2010-07-20 07:09:08
323,203,2010-07-20 07:09:08
324,103,2010-07-20 07:24:08
325,144,2010-07-20 07:24:08
326,103,2010-07-20 07:29:08
327,144,2010-07-20 07:34:08
328,199,2010-07-20 07:39:08
329,65,2010-07-20 07:49:08
330,204,2010-07-20 07:49:08
331,66,2010-07-20 07:49:08
332,206,2010-07-20 08:09:08
333,114,2010-07-20 08:14:09
334,207,2010-07-20 08:14:09
336,196,2010-07-20 08:39:08
337,212,2010-07-20 08:44:08
338,103,2010-07-20 08:54:10
339,138,2010-07-20 08:54:10
340,196,2010-07-20 08:54:10
341,212,2010-07-20 08:54:10
342,196,2010-07-20 09:04:09
343,199,2010-07-20 09:09:08
344,214,2010-07-20 09:24:08
345,108,2010-07-20 09:39:09
346,218,2010-07-20 09:44:08
347,217,2010-07-20 09:49:08
348,217,2010-07-20 09:59:09
349,79,2010-07-20 09:59:09
350,217,2010-07-20 09:59:09
351,190,2010-07-20 10:04:09
352,187,2010-07-20 10:04:09
353,190,2010-07-20 10:14:09
354,88,2010-07-20 10:19:09
355,211,2010-07-20 10:29:09
356,194,2010-07-20 10:29:09
357,159,2010-07-20 10:29:09
358,169,2010-07-20 10:34:10
359,171,2010-07-20 10:34:10
360,107,2010-07-20 11:04:10
361,88,2010-07-20 11:14:11
362,213,2010-07-20 11:19:10
363,213,2010-07-20 11:24:09
364,215,2010-07-20 11:39:11
365,215,2010-07-20 11:44:09
366,198,2010-07-20 11:49:09
367,62,2010-07-20 11:59:12
368,107,2010-07-20 11:59:13
369,221,2010-07-20 11:59:13
370,215,2010-07-20 12:04:12
371,40,2010-07-20 12:34:12
372,220,2010-07-20 12:34:13
373,222,2010-07-20 12:34:13
374,56,2010-07-20 12:44:13
375,220,2010-07-20 12:54:12
376,13,2010-07-20 12:54:13
377,225,2010-07-20 13:14:12
378,189,2010-07-20 13:19:12
379,199,2010-07-20 13:59:12
380,198,2010-07-20 14:19:12
381,232,2010-07-20 14:19:12
382,232,2010-07-20 14:19:12
383,194,2010-07-20 14:19:12
384,168,2010-07-20 14:24:12
386,38,2010-07-20 14:34:12
387,38,2010-07-20 14:34:12
388,215,2010-07-20 14:39:11
389,210,2010-07-20 14:39:12
390,217,2010-07-20 14:39:12
391,89,2010-07-20 14:44:12
392,62,2010-07-20 14:59:11
394,18,2010-07-20 15:09:11
396,36,2010-07-20 15:14:11
398,230,2010-07-20 15:29:11
399,71,2010-07-20 15:39:12
400,190,2010-07-20 15:49:11
401,190,2010-07-20 15:49:11
402,5,2010-07-20 15:54:11
403,75,2010-07-20 15:54:11
404,240,2010-07-20 15:54:11
405,8,2010-07-20 16:04:11
406,241,2010-07-20 16:09:11
407,24,2010-07-20 16:14:11
408,200,2010-07-20 16:19:11
409,22,2010-07-20 16:24:11
410,148,2010-07-20 16:34:11
412,38,2010-07-20 16:54:11
413,200,2010-07-20 16:54:11
414,218,2010-07-20 17:29:25
415,233,2010-07-20 17:52:22
416,229,2010-07-20 18:02:22
417,240,2010-07-20 18:02:23
418,89,2010-07-20 18:07:22
420,139,2010-07-20 18:12:22
422,58,2010-07-20 18:32:22
423,68,2010-07-20 18:32:23
424,200,2010-07-20 19:02:22
425,216,2010-07-20 19:07:26
426,248,2010-07-20 19:12:27
427,215,2010-07-20 19:27:26
428,220,2010-07-20 19:27:27
429,247,2010-07-20 19:57:27
430,151,2010-07-20 19:57:27
431,151,2010-07-20 19:57:27
432,54,2010-07-20 20:07:27
433,54,2010-07-20 20:47:27
434,90,2010-07-20 21:37:27
435,74,2010-07-20 22:07:27
436,24,2010-07-20 22:42:31
437,178,2010-07-20 22:42:32
438,8,2010-07-20 22:42:32
439,155,2010-07-20 22:57:31
440,34,2010-07-20 23:37:32
441,83,2010-07-20 23:37:32
442,61,2010-07-20 23:37:32
444,170,2010-07-21 00:02:32
446,71,2010-07-21 00:27:32
447,226,2010-07-21 00:37:32
448,196,2010-07-21 00:52:32
450,89,2010-07-21 03:18:11
451,191,2010-07-21 03:28:11
452,252,2010-07-21 04:23:12
453,252,2010-07-21 04:28:12
454,111,2010-07-21 04:33:12
455,34,2010-07-21 04:53:12
456,251,2010-07-21 05:18:12
457,19,2010-07-21 05:48:12
458,68,2010-07-21 06:03:13
459,223,2010-07-21 06:03:13
460,223,2010-07-21 06:28:12
461,103,2010-07-21 06:28:13
462,223,2010-07-21 06:38:12
463,125,2010-07-21 06:53:12
464,194,2010-07-21 06:53:13
465,213,2010-07-21 06:53:13
466,221,2010-07-21 06:53:13
467,223,2010-07-21 07:13:12
468,199,2010-07-21 07:43:12
469,252,2010-07-21 07:48:12
470,253,2010-07-21 07:58:12
471,253,2010-07-21 08:03:12
472,38,2010-07-21 08:03:12
473,226,2010-07-21 08:13:12
474,108,2010-07-21 08:38:12
475,253,2010-07-21 08:48:12
476,108,2010-07-21 09:18:12
477,17,2010-07-21 09:23:12
478,5,2010-07-21 09:53:12
479,229,2010-07-21 10:18:12
480,254,2010-07-21 10:28:12
481,255,2010-07-21 10:38:12
482,170,2010-07-21 10:48:12
483,251,2010-07-21 10:58:12
484,139,2010-07-21 11:13:12
485,8,2010-07-21 11:18:12
486,88,2010-07-21 11:18:12
487,34,2010-07-21 12:33:12
488,210,2010-07-21 12:33:12
489,256,2010-07-21 12:58:12
490,256,2010-07-21 13:23:12
491,219,2010-07-21 13:43:12
492,23,2010-07-21 14:18:12
493,62,2010-07-21 14:28:12
494,210,2010-07-21 14:48:12
495,258,2010-07-21 15:08:12
496,77,2010-07-21 15:23:12
497,43,2010-07-21 15:23:12
498,43,2010-07-21 15:23:12
499,210,2010-07-21 15:28:12
501,247,2010-07-21 17:13:12
502,30,2010-07-21 17:28:12
503,8,2010-07-21 18:03:13
504,77,2010-07-21 18:08:12
505,138,2010-07-21 18:38:12
506,132,2010-07-21 18:53:12
507,212,2010-07-21 19:38:13
508,259,2010-07-21 20:48:13
509,11,2010-07-21 21:23:13
510,259,2010-07-21 21:28:13
511,132,2010-07-21 21:33:13
512,74,2010-07-21 21:38:14
513,261,2010-07-21 21:43:13
515,168,2010-07-21 23:03:14
516,129,2010-07-21 23:03:14
517,168,2010-07-21 23:03:14
518,189,2010-07-21 23:08:14
519,251,2010-07-22 00:38:14
521,110,2010-07-22 00:43:14
523,260,2010-07-22 01:58:14
524,260,2010-07-22 03:38:16
525,263,2010-07-22 04:38:17
526,252,2010-07-22 05:13:18
527,128,2010-07-22 08:23:18
528,89,2010-07-22 08:23:18
529,210,2010-07-22 09:48:18
530,223,2010-07-22 09:58:18
531,268,2010-07-22 11:18:19
532,267,2010-07-22 11:23:19
533,268,2010-07-22 11:38:19
534,266,2010-07-22 11:53:19
535,266,2010-07-22 11:53:19
537,62,2010-07-22 12:33:19
538,223,2010-07-22 12:38:19
539,223,2010-07-22 12:58:19
540,267,2010-07-22 13:03:19
541,223,2010-07-22 13:08:19
542,267,2010-07-22 13:28:19
543,266,2010-07-22 13:38:19
544,214,2010-07-22 13:58:19
545,190,2010-07-22 13:58:19
547,33,2010-07-22 14:58:19
548,199,2010-07-22 14:58:19
549,270,2010-07-22 15:13:19
550,260,2010-07-22 15:18:19
552,218,2010-07-22 16:08:19
553,217,2010-07-22 16:08:19
554,68,2010-07-22 16:48:19
555,53,2010-07-22 16:53:19
556,18,2010-07-22 17:33:19
557,197,2010-07-22 17:33:19
558,5,2010-07-22 17:58:19
559,219,2010-07-22 18:03:19
562,247,2010-07-22 18:43:19
564,270,2010-07-22 19:13:19
565,88,2010-07-22 19:33:19
566,35,2010-07-22 20:23:20
567,92,2010-07-22 20:33:20
568,92,2010-07-22 20:33:20
569,114,2010-07-22 21:08:20
570,159,2010-07-23 01:48:25
571,260,2010-07-23 05:58:26
572,174,2010-07-23 06:23:26
573,159,2010-07-23 09:53:25
574,166,2010-07-23 11:33:26
575,273,2010-07-23 12:13:26
576,273,2010-07-23 12:38:26
577,222,2010-07-23 12:53:26
578,69,2010-07-23 13:43:26
579,133,2010-07-23 13:53:26
581,5,2010-07-23 15:48:28
582,77,2010-07-23 15:53:28
583,5,2010-07-23 15:53:28
584,174,2010-07-23 16:03:28
585,75,2010-07-23 16:13:28
586,92,2010-07-23 17:58:28
587,251,2010-07-23 18:23:28
588,114,2010-07-23 20:58:28
589,159,2010-07-23 22:18:29
590,22,2010-07-23 22:48:29
591,99,2010-07-23 23:08:29
592,7,2010-07-23 23:58:29
593,159,2010-07-24 01:48:30
594,61,2010-07-24 02:58:30
595,240,2010-07-24 05:28:31
596,190,2010-07-24 09:58:32
597,57,2010-07-24 09:58:33
598,218,2010-07-24 11:53:33
599,246,2010-07-24 16:58:33
600,275,2010-07-24 17:48:33
601,61,2010-07-24 19:33:33
602,240,2010-07-24 20:28:33
603,276,2010-07-24 20:33:33
604,30,2010-07-24 22:33:34
605,165,2010-07-24 23:28:34
606,54,2010-07-25 01:38:34
607,30,2010-07-25 01:48:34
608,5,2010-07-25 09:23:35
609,165,2010-07-25 12:03:35
610,165,2010-07-25 12:03:36
611,240,2010-07-25 12:18:36
612,240,2010-07-25 12:18:36
613,165,2010-07-25 12:23:36
614,183,2010-07-25 13:53:36
615,133,2010-07-25 15:43:36
616,40,2010-07-25 16:53:36
617,107,2010-07-25 17:28:35
618,25,2010-07-25 20:23:37
619,90,2010-07-26 07:43:40
620,219,2010-07-26 10:38:41
621,10,2010-07-26 14:53:41
622,191,2010-07-26 14:53:41
624,71,2010-07-26 15:13:41
625,98,2010-07-26 15:33:41
626,61,2010-07-26 15:38:41
627,217,2010-07-26 16:58:42
628,59,2010-07-26 17:48:41
629,223,2010-07-26 18:28:41
630,74,2010-07-26 18:38:41
631,281,2010-07-26 19:13:41
632,282,2010-07-26 19:13:41
633,283,2010-07-26 19:18:41
634,291,2010-07-26 19:23:41
635,292,2010-07-26 19:23:41
636,293,2010-07-26 19:23:41
637,297,2010-07-26 19:28:41
638,7,2010-07-26 19:33:41
639,297,2010-07-26 19:33:42
640,302,2010-07-26 19:33:42
641,301,2010-07-26 19:33:42
642,288,2010-07-26 19:38:42
643,302,2010-07-26 19:38:42
644,308,2010-07-26 19:38:42
645,302,2010-07-26 19:43:42
646,310,2010-07-26 19:43:42
648,311,2010-07-26 19:48:42
650,316,2010-07-26 19:48:42
652,305,2010-07-26 19:58:42
653,319,2010-07-26 20:03:42
654,320,2010-07-26 20:03:42
655,68,2010-07-26 20:03:42
656,319,2010-07-26 20:08:42
658,236,2010-07-26 20:13:42
659,280,2010-07-26 20:13:42
660,284,2010-07-26 20:13:42
661,325,2010-07-26 20:13:42
662,326,2010-07-26 20:13:42
663,159,2010-07-26 20:18:42
665,190,2010-07-26 20:23:42
667,329,2010-07-26 20:23:42
668,327,2010-07-26 20:33:42
669,334,2010-07-26 20:33:42
670,334,2010-07-26 20:58:42
671,339,2010-07-26 20:58:42
672,340,2010-07-26 21:03:42
673,288,2010-07-26 21:13:42
674,344,2010-07-26 21:13:42
675,279,2010-07-26 21:18:42
676,346,2010-07-26 21:18:42
677,346,2010-07-26 21:18:42
678,351,2010-07-26 21:38:42
679,71,2010-07-26 21:38:42
680,353,2010-07-26 21:48:42
681,354,2010-07-26 21:48:42
682,305,2010-07-26 22:03:42
683,357,2010-07-26 22:08:42
684,333,2010-07-26 22:23:42
685,362,2010-07-26 22:38:42
686,362,2010-07-26 22:43:42
687,72,2010-07-26 22:53:42
688,173,2010-07-26 23:23:42
689,72,2010-07-26 23:28:42
690,174,2010-07-27 00:08:42
691,89,2010-07-27 00:13:43
692,352,2010-07-27 00:28:43
693,371,2010-07-27 00:28:43
694,357,2010-07-27 00:33:43
695,373,2010-07-27 00:48:43
696,375,2010-07-27 01:33:43
698,5,2010-07-27 01:48:43
699,382,2010-07-27 01:53:43
700,383,2010-07-27 01:58:43
701,384,2010-07-27 02:03:43
702,386,2010-07-27 02:08:43
703,378,2010-07-27 02:13:43
704,389,2010-07-27 02:28:43
705,391,2010-07-27 02:38:44
706,188,2010-07-27 02:43:44
707,391,2010-07-27 02:43:44
708,392,2010-07-27 02:48:44
709,392,2010-07-27 02:48:44
710,393,2010-07-27 02:48:44
711,395,2010-07-27 02:58:44
712,395,2010-07-27 03:03:44
713,396,2010-07-27 03:03:44
714,352,2010-07-27 03:13:44
715,398,2010-07-27 03:13:44
716,399,2010-07-27 03:23:44
718,401,2010-07-27 03:38:44
719,196,2010-07-27 05:18:44
720,408,2010-07-27 05:38:44
721,339,2010-07-27 06:13:44
722,159,2010-07-27 06:43:44
723,410,2010-07-27 06:53:44
724,411,2010-07-27 07:03:44
725,412,2010-07-27 07:03:44
726,411,2010-07-27 07:03:44
727,412,2010-07-27 07:03:45
728,88,2010-07-27 07:03:45
729,413,2010-07-27 07:13:44
730,413,2010-07-27 07:13:44
731,414,2010-07-27 07:13:44
732,223,2010-07-27 07:18:44
734,417,2010-07-27 07:53:44
735,424,2010-07-27 08:18:44
736,426,2010-07-27 08:28:44
737,432,2010-07-27 08:53:44
738,435,2010-07-27 09:13:44
739,5,2010-07-27 09:13:44
740,8,2010-07-27 09:13:44
741,13,2010-07-27 09:13:44
742,22,2010-07-27 09:13:44
743,23,2010-07-27 09:13:44
744,24,2010-07-27 09:13:44
745,25,2010-07-27 09:13:44
747,30,2010-07-27 09:13:44
748,36,2010-07-27 09:13:44
749,39,2010-07-27 09:13:44
750,41,2010-07-27 09:13:44
751,46,2010-07-27 09:13:44
752,54,2010-07-27 09:13:44
753,55,2010-07-27 09:13:44
754,56,2010-07-27 09:13:45
755,59,2010-07-27 09:13:45
756,61,2010-07-27 09:13:45
757,62,2010-07-27 09:13:45
758,68,2010-07-27 09:13:45
759,69,2010-07-27 09:13:45
760,71,2010-07-27 09:13:45
761,74,2010-07-27 09:13:45
762,80,2010-07-27 09:13:45
763,81,2010-07-27 09:13:45
764,87,2010-07-27 09:13:45
765,88,2010-07-27 09:13:45
766,89,2010-07-27 09:13:45
767,90,2010-07-27 09:13:45
768,114,2010-07-27 09:13:45
769,128,2010-07-27 09:13:45
770,142,2010-07-27 09:13:46
771,144,2010-07-27 09:13:46
772,154,2010-07-27 09:13:46
773,158,2010-07-27 09:13:46
774,159,2010-07-27 09:13:46
775,173,2010-07-27 09:13:46
776,174,2010-07-27 09:13:46
777,183,2010-07-27 09:13:46
778,187,2010-07-27 09:13:46
779,190,2010-07-27 09:13:46
780,191,2010-07-27 09:13:47
781,196,2010-07-27 09:13:47
782,199,2010-07-27 09:13:47
783,210,2010-07-27 09:13:47
784,211,2010-07-27 09:13:47
785,215,2010-07-27 09:13:47
786,217,2010-07-27 09:13:47
787,223,2010-07-27 09:13:47
788,226,2010-07-27 09:13:47
790,240,2010-07-27 09:13:47
791,247,2010-07-27 09:13:47
792,251,2010-07-27 09:13:47
793,252,2010-07-27 09:13:47
794,253,2010-07-27 09:13:47
795,256,2010-07-27 09:13:47
796,260,2010-07-27 09:13:47
797,266,2010-07-27 09:13:47
798,270,2010-07-27 09:13:47
799,127,2010-07-27 09:18:44
800,434,2010-07-27 09:18:44
801,339,2010-07-27 09:38:44
803,438,2010-07-27 09:38:44
804,127,2010-07-27 09:48:44
806,438,2010-07-27 09:58:44
807,441,2010-07-27 09:58:44
808,442,2010-07-27 10:33:44
809,59,2010-07-27 10:53:44
810,59,2010-07-27 10:58:44
811,444,2010-07-27 11:08:44
812,203,2010-07-27 11:28:44
813,438,2010-07-27 11:43:44
814,449,2010-07-27 12:18:44
815,442,2010-07-27 12:33:44
816,130,2010-07-27 12:38:44
817,447,2010-07-27 12:43:44
818,452,2010-07-27 12:53:44
819,455,2010-07-27 12:53:44
820,455,2010-07-27 12:58:44
821,457,2010-07-27 12:58:44
822,159,2010-07-27 12:58:44
823,460,2010-07-27 13:13:44
824,461,2010-07-27 13:18:44
825,462,2010-07-27 13:18:44
826,460,2010-07-27 13:23:44
827,445,2010-07-27 13:28:44
828,447,2010-07-27 13:33:44
829,334,2010-07-27 13:38:44
831,465,2010-07-27 13:48:44
832,460,2010-07-27 13:53:44
833,463,2010-07-27 13:58:44
834,172,2010-07-27 14:03:44
835,467,2010-07-27 14:13:44
836,434,2010-07-27 14:18:44
837,460,2010-07-27 14:18:44
838,442,2010-07-27 14:18:44
839,460,2010-07-27 14:23:44
840,447,2010-07-27 14:23:44
841,460,2010-07-27 14:28:44
842,468,2010-07-27 14:38:44
843,339,2010-07-27 14:48:44
844,469,2010-07-27 14:53:44
845,469,2010-07-27 14:53:44
846,472,2010-07-27 15:03:44
848,247,2010-07-27 15:08:45
849,247,2010-07-27 15:13:44
851,463,2010-07-27 15:28:44
852,476,2010-07-27 15:33:44
853,257,2010-07-27 15:38:44
854,483,2010-07-27 15:43:44
855,266,2010-07-27 15:48:44
857,367,2010-07-27 16:13:44
858,292,2010-07-27 16:13:45
859,488,2010-07-27 16:23:45
860,368,2010-07-27 16:38:44
862,300,2010-07-27 16:43:44
863,488,2010-07-27 17:08:44
864,492,2010-07-27 17:13:44
865,491,2010-07-27 17:18:44
866,493,2010-07-27 17:18:45
867,488,2010-07-27 17:23:44
868,494,2010-07-27 17:28:44
869,279,2010-07-27 17:28:44
870,480,2010-07-27 17:28:44
871,495,2010-07-27 17:58:44
872,319,2010-07-27 17:58:45
874,292,2010-07-27 18:08:45
875,480,2010-07-27 18:38:44
876,30,2010-07-27 18:43:44
877,172,2010-07-27 19:13:45
878,504,2010-07-27 19:13:45
879,485,2010-07-27 19:28:45
880,503,2010-07-27 19:38:45
